Date,Page,Content_Type,Keyword,Device,Country,Impressions,Clicks,CTR,Bounce_Rate,Time_on_Page_sec,Backlinks,Conversions,Revenue
2025-02-19,Page 13,Product Page,SEO,Tablet,USA,500,18,0.036,0.28,166.3,12,1,7.65
2025-05-08,Page 15,Product Page,marketing,Mobile,India,611,56,0.092,0.37,207.8,45,27,695.32
2025-09-09,Page 13,Product Page,growth,Mobile,UK,4484,723,0.161,0.53,277.2,24,471,7655.02
2025-08-18,Page 14,Blog,strategy,Desktop,India,1084,82,0.076,0.34,208.0,46,57,754.03
2025-06-03,Page 7,Product Page,SEO,Desktop,UK,1962,227,0.116,0.2,232.4,13,50,2282.64
2025-03-18,Page 19,Product Page,strategy,Tablet,Australia,1809,351,0.194,0.31,64.6,15,349,10822.37
2025-10-21,Page 3,FAQ,analytics,Tablet,Canada,4915,1162,0.236,0.41,202.2,12,451,17058.46
2025-03-23,Page 4,Product Page,analytics,Mobile,India,4420,914,0.207,0.47,84.6,21,467,17396.81
2025-03-10,Page 6,Case Study,conversion,Mobile,Germany,1148,93,0.081,0.2,142.2,11,77,541.68
2025-03-11,Page 15,FAQ,marketing,Tablet,Australia,542,107,0.197,0.48,214.5,13,42,1456.18
2025-04-21,Page 20,Product Page,SEO,Desktop,India,2962,669,0.226,0.29,159.2,15,187,4945.91
2025-10-31,Page 18,Blog,analytics,Desktop,UK,3896,470,0.121,0.25,210.5,19,35,882.21
2025-04-08,Page 7,Case Study,analytics,Tablet,Australia,2688,560,0.208,0.63,106.6,21,264,8807.84
2025-06-26,Page 11,Product Page,SEO,Tablet,Canada,3637,817,0.225,0.4,131.9,8,220,7627.38
2025-08-31,Page 19,Blog,data,Tablet,USA,3856,400,0.104,0.69,71.9,32,109,2394.92
2025-07-20,Page 19,Blog,SEO,Tablet,India,2274,383,0.168,0.44,208.1,23,77,820.92
2025-04-02,Page 8,Product Page,data,Desktop,UK,118,16,0.136,0.44,112.4,12,5,122.27
2025-09-15,Page 11,Product Page,SEO,Desktop,UK,4067,1010,0.248,0.54,154.0,14,682,20302.29
2025-07-16,Page 20,Landing Page,data,Tablet,UK,1176,111,0.094,0.4,198.7,48,43,1532.38
2025-09-19,Page 14,Landing Page,strategy,Mobile,Germany,1278,316,0.247,0.41,115.5,46,303,1959.74
2025-03-28,Page 4,Product Page,strategy,Tablet,India,1986,142,0.072,0.47,224.5,43,121,2100.46
2025-08-12,Page 5,Product Page,SEO,Mobile,Australia,1117,234,0.209,0.57,185.8,37,57,359.83
2025-02-09,Page 5,FAQ,marketing,Mobile,India,4424,835,0.189,0.28,56.1,15,670,4206.13
2025-04-15,Page 13,Case Study,SEO,Mobile,USA,717,130,0.181,0.57,153.6,17,6,114.24
2025-07-30,Page 5,Product Page,SEO,Tablet,Australia,3871,657,0.17,0.24,295.4,7,609,16356.2
2025-05-29,Page 7,FAQ,strategy,Mobile,Germany,4737,1012,0.214,0.64,124.9,13,7,311.53
2025-09-27,Page 4,Blog,marketing,Desktop,USA,1610,43,0.027,0.31,129.8,19,41,1283.4
2025-04-02,Page 18,Landing Page,SEO,Tablet,USA,3477,565,0.162,0.53,276.4,13,220,9896.62
2025-06-22,Page 7,Case Study,growth,Desktop,USA,2024,158,0.078,0.45,67.0,29,32,1202.33
2025-09-08,Page 20,Case Study,conversion,Mobile,Australia,4872,841,0.173,0.65,295.7,22,191,6436.86
2025-02-20,Page 2,Landing Page,data,Desktop,UK,1162,102,0.088,0.44,243.2,35,34,1621.27
2025-06-05,Page 13,Case Study,SEO,Tablet,UK,3084,439,0.142,0.28,66.8,36,10,155.39
2025-10-25,Page 4,Blog,conversion,Tablet,USA,4105,426,0.104,0.67,86.5,45,330,3862.53
2025-05-05,Page 9,Case Study,SEO,Mobile,USA,1089,271,0.249,0.42,181.6,47,68,2365.15
2025-03-01,Page 6,Product Page,strategy,Mobile,India,3718,262,0.07,0.21,179.7,23,115,3321.07
2025-01-07,Page 9,Product Page,SEO,Mobile,USA,3084,629,0.204,0.37,180.0,45,7,300.79
2025-08-18,Page 12,Case Study,marketing,Mobile,USA,3469,287,0.083,0.54,60.6,0,177,951.98
2025-02-27,Page 2,FAQ,analytics,Desktop,India,4402,904,0.205,0.7,216.9,12,893,30378.6
2025-04-11,Page 20,Blog,conversion,Tablet,UK,4924,1131,0.23,0.39,183.2,9,142,1112.06
2025-07-20,Page 2,Product Page,data,Desktop,USA,4357,48,0.011,0.2,80.7,34,5,231.34
2025-07-22,Page 4,Product Page,marketing,Desktop,India,529,78,0.147,0.57,58.4,1,72,1249.94
2025-05-23,Page 7,Product Page,data,Desktop,Germany,1217,144,0.118,0.55,213.4,29,39,1564.75
2025-07-06,Page 12,FAQ,data,Tablet,India,2637,379,0.144,0.36,253.7,26,372,12936.31
2025-08-17,Page 3,Case Study,conversion,Tablet,Germany,3311,321,0.097,0.34,256.1,0,266,9492.76
2025-05-05,Page 2,Landing Page,SEO,Desktop,Germany,881,171,0.194,0.67,51.5,8,33,804.03
2025-06-14,Page 3,FAQ,data,Desktop,UK,886,111,0.125,0.58,189.4,47,110,2360.98
2025-10-16,Page 17,Product Page,conversion,Desktop,Australia,1896,65,0.034,0.28,80.8,23,23,978.13
2025-10-26,Page 3,Product Page,marketing,Tablet,Canada,4068,458,0.113,0.22,188.1,25,367,16757.4
2025-02-11,Page 15,FAQ,SEO,Mobile,India,4377,980,0.224,0.27,175.0,33,364,13709.65
2025-07-30,Page 7,Blog,data,Mobile,Australia,1718,387,0.225,0.45,125.7,41,178,1947.11
2025-05-02,Page 14,Case Study,marketing,Mobile,Germany,707,45,0.064,0.53,291.3,24,27,551.69
2025-05-26,Page 7,Product Page,growth,Mobile,Germany,4242,1047,0.247,0.65,96.3,17,231,6657.1
2025-02-08,Page 3,Blog,marketing,Desktop,UK,1938,82,0.042,0.39,206.2,21,61,2876.53
2025-10-23,Page 13,Landing Page,SEO,Tablet,Germany,2847,332,0.117,0.49,295.0,1,271,9616.05
2025-05-19,Page 1,Blog,SEO,Mobile,UK,1761,296,0.168,0.32,176.6,42,65,2802.57
2025-09-30,Page 12,Landing Page,strategy,Desktop,Germany,2851,32,0.011,0.51,30.6,44,31,916.97
2025-09-24,Page 14,Product Page,growth,Desktop,Australia,4652,345,0.074,0.22,245.4,39,265,9647.29
2025-04-19,Page 18,Landing Page,strategy,Desktop,Germany,4345,251,0.058,0.67,104.2,21,185,8112.95
2025-10-23,Page 16,Product Page,growth,Mobile,Australia,829,195,0.235,0.45,102.8,4,67,1230.22
2025-04-16,Page 13,Landing Page,strategy,Mobile,Australia,2467,549,0.223,0.4,231.8,31,507,12651.4
2025-01-07,Page 6,Landing Page,strategy,Tablet,UK,1394,86,0.062,0.56,292.7,34,82,1218.78
2025-09-04,Page 9,Product Page,analytics,Desktop,Canada,3408,208,0.061,0.62,127.3,39,22,716.7
2025-01-19,Page 15,Product Page,SEO,Desktop,USA,3978,725,0.182,0.44,278.9,44,365,3097.96
2025-03-24,Page 13,Blog,conversion,Mobile,UK,3328,501,0.151,0.55,157.8,3,207,9767.21
2025-02-13,Page 11,Product Page,data,Tablet,Canada,1978,475,0.24,0.23,250.0,1,346,9627.26
2025-02-07,Page 16,Product Page,analytics,Tablet,UK,3610,845,0.234,0.48,222.8,22,535,13350.3
2025-09-10,Page 8,Landing Page,conversion,Desktop,Germany,4647,438,0.094,0.44,242.6,9,3,102.71
2025-07-17,Page 8,Case Study,analytics,Mobile,Australia,758,90,0.119,0.53,178.3,28,34,296.68
2025-02-15,Page 9,Case Study,conversion,Tablet,Australia,1125,29,0.026,0.4,53.9,33,10,477.77
2025-10-19,Page 5,FAQ,marketing,Tablet,USA,2007,49,0.024,0.41,171.8,38,33,1117.09
2025-03-05,Page 12,Landing Page,marketing,Desktop,UK,4045,448,0.111,0.24,171.3,43,343,11549.38
2025-10-09,Page 4,Case Study,growth,Mobile,Germany,269,46,0.171,0.36,227.4,38,31,853.66
2025-03-20,Page 19,Product Page,strategy,Mobile,UK,431,76,0.176,0.68,76.0,15,69,1392.14
2025-03-03,Page 5,FAQ,conversion,Desktop,Canada,1123,222,0.198,0.41,183.4,1,179,7295.34
2025-06-21,Page 15,Case Study,marketing,Mobile,Canada,4331,1022,0.236,0.24,286.0,26,283,9846.13
2025-01-10,Page 14,Blog,strategy,Desktop,Canada,3431,134,0.039,0.26,261.6,38,121,2027.37
2025-07-14,Page 2,Blog,data,Desktop,USA,4282,728,0.17,0.31,199.7,27,388,17320.8
2025-07-18,Page 15,Product Page,strategy,Mobile,Germany,882,189,0.214,0.64,37.8,48,28,359.5
2025-04-16,Page 13,Case Study,strategy,Tablet,UK,4715,581,0.123,0.34,243.1,13,477,19323.84
2025-05-16,Page 12,FAQ,data,Tablet,UK,3641,239,0.066,0.31,122.8,27,159,2693.71
2025-03-08,Page 5,Product Page,data,Desktop,USA,192,10,0.052,0.63,196.2,2,6,124.09
2025-01-11,Page 4,Landing Page,growth,Mobile,India,1088,55,0.051,0.58,224.4,29,34,1420.61
2025-05-23,Page 7,Blog,SEO,Tablet,Germany,3671,709,0.193,0.42,280.8,49,475,18894.82
2025-06-13,Page 10,Blog,strategy,Desktop,India,1299,299,0.23,0.47,65.7,0,209,3983.48
2025-01-17,Page 3,Landing Page,growth,Tablet,India,2005,267,0.133,0.69,131.8,46,202,2258.56
2025-02-04,Page 6,Product Page,data,Tablet,USA,707,39,0.055,0.3,35.5,8,28,1189.25
2025-05-26,Page 11,FAQ,analytics,Desktop,Canada,1830,362,0.198,0.23,30.2,34,263,3724.59
2025-04-15,Page 20,FAQ,strategy,Tablet,Canada,2908,400,0.138,0.49,261.3,7,203,3658.19
2025-08-29,Page 19,Landing Page,conversion,Desktop,Canada,392,22,0.056,0.24,144.5,5,18,827.56
2025-03-05,Page 13,Case Study,analytics,Mobile,Germany,3450,153,0.044,0.35,200.5,3,132,2066.6
2025-09-12,Page 7,Case Study,analytics,Tablet,Germany,2968,35,0.012,0.3,226.3,4,5,146.63
2025-06-13,Page 3,Product Page,data,Tablet,Canada,413,89,0.215,0.69,101.7,39,71,3022.61
2025-02-21,Page 3,Case Study,analytics,Mobile,Canada,2234,528,0.236,0.53,157.0,16,115,2205.26
2025-01-08,Page 11,Product Page,analytics,Desktop,India,700,103,0.147,0.54,263.9,15,32,260.87
2025-08-13,Page 2,Product Page,growth,Desktop,Canada,2768,88,0.032,0.32,102.4,19,75,993.67
2025-07-18,Page 9,Blog,growth,Mobile,Canada,2910,406,0.14,0.47,238.3,16,362,4433.9
2025-07-15,Page 8,Landing Page,marketing,Mobile,India,1750,378,0.216,0.44,182.8,18,236,6892.03
2025-06-28,Page 20,Blog,analytics,Desktop,Canada,2456,594,0.242,0.27,288.0,11,194,6993.7
2025-05-28,Page 16,FAQ,growth,Desktop,USA,4536,945,0.208,0.21,246.9,47,162,1725.44
2025-04-20,Page 13,Blog,marketing,Desktop,Australia,1271,283,0.223,0.4,32.1,18,102,1810.47
2025-02-03,Page 3,Product Page,SEO,Tablet,India,2558,355,0.139,0.31,206.0,19,309,4173.82
2025-08-28,Page 5,Blog,SEO,Desktop,UK,4916,90,0.018,0.27,273.2,45,7,116.5
2025-04-22,Page 11,Product Page,analytics,Desktop,UK,2210,60,0.027,0.39,126.7,26,21,702.04
2025-04-19,Page 5,Landing Page,analytics,Desktop,India,524,39,0.074,0.64,138.6,17,37,1195.96
2025-03-17,Page 6,Product Page,growth,Tablet,Germany,1068,257,0.241,0.26,237.3,11,33,1312.13
2025-03-24,Page 11,Blog,data,Mobile,Canada,3468,364,0.105,0.62,249.6,45,324,6918.97
2025-06-24,Page 20,Blog,strategy,Mobile,USA,2422,534,0.22,0.68,256.7,14,432,16190.81
2025-09-02,Page 6,Landing Page,marketing,Mobile,Canada,3414,371,0.109,0.63,129.5,16,35,837.98
2025-05-08,Page 17,FAQ,conversion,Mobile,India,4840,691,0.143,0.39,68.7,34,68,1575.54
2025-09-05,Page 16,FAQ,marketing,Tablet,UK,1756,107,0.061,0.31,170.2,30,58,1409.83
2025-09-07,Page 1,Blog,growth,Tablet,Australia,2677,546,0.204,0.3,267.7,20,129,1397.9
2025-01-12,Page 17,Blog,analytics,Desktop,USA,4746,485,0.102,0.44,258.0,22,120,5011.17
2025-02-23,Page 20,Product Page,growth,Desktop,Germany,4824,888,0.184,0.4,272.8,21,296,2494.73
2025-06-29,Page 7,Landing Page,analytics,Desktop,India,3373,698,0.207,0.41,51.1,28,320,6689.37
2025-11-10,Page 1,Case Study,analytics,Mobile,India,1053,52,0.049,0.25,265.0,48,0,0.0
2025-01-24,Page 19,FAQ,analytics,Tablet,Australia,835,193,0.231,0.41,208.5,2,175,6677.53
2025-07-11,Page 6,FAQ,SEO,Tablet,UK,3608,249,0.069,0.53,31.5,48,88,3857.76
2025-03-28,Page 2,Blog,conversion,Mobile,USA,4533,689,0.152,0.61,271.1,42,122,1853.69
2025-10-01,Page 11,Case Study,data,Tablet,India,420,47,0.112,0.29,113.9,10,37,528.95
2025-05-18,Page 11,Landing Page,growth,Mobile,USA,2284,166,0.073,0.62,156.1,13,47,1102.06
2025-05-02,Page 7,Blog,analytics,Tablet,Germany,4803,295,0.061,0.45,168.1,38,248,4985.87
2025-03-11,Page 18,Product Page,SEO,Tablet,Germany,401,63,0.157,0.31,65.6,22,45,746.4
2025-05-27,Page 1,Case Study,marketing,Tablet,Germany,3603,545,0.151,0.56,178.4,2,386,6435.42
2025-10-13,Page 8,Blog,growth,Desktop,UK,485,100,0.206,0.66,207.8,10,23,1054.16
2025-08-01,Page 16,Landing Page,growth,Desktop,Canada,3049,299,0.098,0.31,235.3,26,81,1971.0
2025-02-22,Page 20,Blog,strategy,Mobile,USA,3979,66,0.017,0.39,56.5,3,0,0.0
2025-09-19,Page 16,Landing Page,marketing,Desktop,Germany,4750,1076,0.227,0.43,284.9,19,950,14013.87
2025-08-07,Page 19,Product Page,marketing,Mobile,Germany,2079,332,0.16,0.46,56.3,20,152,7015.1
2025-06-14,Page 5,Product Page,analytics,Mobile,UK,591,103,0.174,0.39,285.4,1,26,464.19
2025-07-13,Page 3,Case Study,conversion,Mobile,Canada,1271,317,0.249,0.54,215.5,1,109,2603.39
2025-03-07,Page 19,Case Study,growth,Tablet,Canada,2003,180,0.09,0.66,132.0,50,121,5404.41
2025-08-04,Page 5,Landing Page,analytics,Tablet,India,715,172,0.241,0.65,68.4,31,123,2818.41
2025-05-10,Page 11,Blog,analytics,Tablet,Canada,4542,976,0.215,0.39,39.8,6,838,7518.88
2025-02-18,Page 18,Product Page,SEO,Mobile,India,2642,568,0.215,0.29,141.5,41,237,8300.07
2025-08-10,Page 18,Case Study,analytics,Tablet,USA,4023,289,0.072,0.58,131.8,24,205,1121.66
2025-03-15,Page 2,Blog,growth,Mobile,UK,4395,925,0.21,0.55,49.6,2,128,3459.43
2025-09-13,Page 8,FAQ,strategy,Desktop,Australia,1342,22,0.016,0.47,197.3,23,21,918.06
2025-06-16,Page 17,FAQ,data,Mobile,India,2084,184,0.088,0.56,153.5,32,156,7507.01
2025-09-23,Page 1,Product Page,growth,Tablet,Canada,3698,587,0.159,0.22,152.1,8,256,5999.83
2025-04-07,Page 1,Product Page,analytics,Mobile,Canada,3870,578,0.149,0.65,160.8,9,457,2986.36
2025-08-08,Page 17,Case Study,marketing,Tablet,UK,2735,547,0.2,0.58,126.3,37,132,2713.52
2025-03-21,Page 17,Case Study,SEO,Mobile,India,2567,93,0.036,0.67,269.9,43,5,203.31
2025-08-28,Page 8,Product Page,SEO,Mobile,UK,390,97,0.249,0.39,175.4,42,20,667.09
2025-07-19,Page 17,Landing Page,data,Desktop,India,1121,40,0.036,0.38,293.1,9,17,703.38
2025-02-12,Page 11,Blog,data,Tablet,Canada,2510,99,0.039,0.4,41.9,25,83,2145.56
2025-10-09,Page 5,Product Page,growth,Mobile,Germany,1537,321,0.209,0.67,277.1,33,279,12501.64
2025-08-04,Page 13,Blog,strategy,Desktop,Germany,1936,211,0.109,0.66,182.0,16,113,4806.47
2025-09-25,Page 10,Landing Page,growth,Tablet,Germany,2292,484,0.211,0.34,192.6,20,13,301.79
2025-06-14,Page 18,Product Page,SEO,Tablet,Australia,315,23,0.073,0.42,179.2,50,6,90.55
2025-04-29,Page 15,Blog,data,Mobile,USA,4474,68,0.015,0.52,117.0,41,20,382.09
2025-11-06,Page 6,Blog,conversion,Mobile,USA,2956,249,0.084,0.21,59.6,18,75,702.86
2025-03-25,Page 1,FAQ,analytics,Mobile,UK,4853,1124,0.232,0.23,233.3,29,64,2828.13
2025-02-21,Page 18,Landing Page,data,Desktop,India,959,30,0.031,0.28,205.0,41,26,715.72
2025-01-20,Page 18,Blog,conversion,Tablet,USA,2709,300,0.111,0.45,278.8,21,255,10589.5
2025-09-10,Page 1,Product Page,growth,Tablet,Canada,1087,241,0.222,0.36,112.0,33,45,1445.7
2025-03-22,Page 8,Case Study,data,Mobile,Australia,4305,307,0.071,0.38,256.5,42,77,1092.01
2025-04-02,Page 6,Landing Page,conversion,Mobile,India,4596,932,0.203,0.34,220.6,36,759,35779.69
2025-02-24,Page 15,Case Study,analytics,Tablet,USA,840,58,0.069,0.38,69.4,30,39,639.31
2025-02-12,Page 15,Landing Page,data,Mobile,UK,4982,1065,0.214,0.2,96.9,33,925,7601.59
2025-04-22,Page 4,Landing Page,conversion,Desktop,Germany,3558,406,0.114,0.28,159.9,28,277,9870.7
2025-08-28,Page 4,FAQ,data,Desktop,India,676,97,0.143,0.28,65.3,46,75,1015.68
2025-08-10,Page 7,Case Study,data,Mobile,Canada,2258,214,0.095,0.25,146.2,16,209,3254.67
2025-03-10,Page 17,Case Study,conversion,Desktop,UK,4190,69,0.016,0.6,134.6,35,67,1349.95
2025-06-11,Page 5,Product Page,conversion,Mobile,India,2092,196,0.094,0.54,121.8,32,49,1651.36
2025-11-13,Page 20,FAQ,conversion,Mobile,USA,1649,146,0.089,0.32,215.1,8,80,906.3
2025-01-08,Page 8,FAQ,analytics,Tablet,UK,3932,251,0.064,0.22,46.4,12,128,2478.66
2025-01-12,Page 4,Product Page,data,Desktop,Australia,1986,369,0.186,0.47,85.9,17,44,1582.77
2025-06-19,Page 13,Blog,marketing,Mobile,UK,1444,204,0.141,0.51,52.5,7,22,710.9
